Area_Sqft,Soil_pH,No_of_Owners,District,Land_Type,Flood_Risk,Water_Availability,Soil_Type,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Ownership_Type,Acquisition_Days,Delay_Status,Land_ID,Taluk,Village,Survey_No,Delay_Risk_Band,latitude,longitude
1184158.06,6.3,20,Tiruchirappalli,Coastal,Yes,Yes,Sandy,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,130.0,Delayed,ACQ_SYN_001343,Tiruchirappalli,Manapakkam 20,58/230,High,10.73327359502797,78.63571453867273
2554288.1,7.5,12,Kancheepuram,Coastal,Yes,Yes,Black Cotton,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,1.0,No Delay,ACQ_SYN_001088,Kancheepuram,Sholinganallur 3,480/1901,Low,12.847104034631192,79.6944192901277
2710181.95,6.4,19,Chengalpattu,Forest,Yes,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,276.0,Delayed,ACQ_SYN_004437,Chengalpattu,Karanai 3,320/1257,High,12.7103608787187,80.00341411258654
845973.0,7.1,19,Salem,Commercial,Yes,Yes,Red Soil,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_019058,Salem,Manapakkam 7,396/1566,Low,11.68625739657338,78.19217305666596
454883.31,6.9,20,Dharmapuri,Agricultural,No,Yes,Urban Fill,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,172.0,Delayed,ACQ_SYN_005409,Dharmapuri,Thogamalai 17,274/1074,High,12.084128455293271,78.19047511627014
2470413.47,6.3,6,Madurai,Industrial,No,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,201.0,Delayed,ACQ_SYN_004664,Madurai,Thogamalai 15,185/723,High,9.93280183371881,78.13199971059328
1426438.05,6.5,20,Ranipet,Forest,No,Yes,Red Soil,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,118.0,Delayed,ACQ_SYN_017493,Ranipet,Pammalur 11,343/1337,Medium,12.943825774762272,79.39197523366039
2357534.56,8.5,5,Tiruchirappalli,Residential,No,Yes,Saline,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_003904,Tiruchirappalli,Oragadam 12,7/24,Low,10.834492017309287,78.74198532533752
2419399.03,6.4,17,Karur,Commercial,No,No,Urban Fill,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,109.0,Delayed,ACQ_SYN_009118,Karur,Perungalathur 12,12/47,Medium,10.925292540894583,78.09683176731039
2594177.2,7.1,16,Tiruchirappalli,Residential,No,Yes,Red Soil,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,146.0,Delayed,ACQ_SYN_003218,Tiruchirappalli,Perungalathur 8,210/826,High,10.788177338183004,78.68197264987703
1198796.07,8.3,17,Thoothukudi,Forest,No,No,Saline,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_015141,Thoothukudi,Manapakkam 16,56/219,Low,8.712141348629684,78.12496029659131
958598.82,6.9,12,Coimbatore,Commercial,Yes,Yes,Urban Fill,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_012824,Coimbatore,Thogamalai 15,370/1456,Low,10.990224230917788,76.91403563399885
389136.14,7.2,13,Tiruvallur,Agricultural,No,No,Red Soil,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,206.0,Delayed,ACQ_SYN_018623,Tiruvallur,Manapakkam 14,328/1288,High,13.099355135457014,79.94490099185725
2016510.61,6.5,11,Chengalpattu,Agricultural,No,Yes,Loamy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,100.0,Delayed,ACQ_SYN_015193,Chengalpattu,Thogamalai 7,325/1276,Medium,12.683751826004546,80.02987296112043
2628285.56,7.6,13,Thanjavur,Forest,Yes,Yes,Black Cotton,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,205.0,Delayed,ACQ_SYN_016762,Thanjavur,Perungalathur 8,244/954,High,10.84239362102722,79.0832283104656
2460986.0,6.6,7,Tirunelveli,Coastal,Yes,No,Loamy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,56.0,No Delay,ACQ_SYN_004329,Tirunelveli,Kelambakkam 9,22/93,Low,8.703477499217879,77.79042042048063
361021.43,6.2,20,Thanjavur,Coastal,Yes,Yes,Sandy,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002487,Thanjavur,Padur 14,121/469,Low,10.757275775931372,79.07977708150985
496691.4,6.9,17,Vellore,Barren,Yes,Yes,Loamy,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_015078,Vellore,Neelambur 7,64/249,Low,12.91844132678034,79.22093743969664
1813035.36,6.4,13,Erode,Coastal,Yes,No,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_001163,Erode,Padur 1,411/1628,Low,11.38987898342322,77.73050576206576
1803116.22,8.4,20,Kancheepuram,Commercial,No,No,Saline,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,178.0,Delayed,ACQ_SYN_016340,Kancheepuram,Madhavaram 13,194/754,High,12.866397626632931,79.66187732528952
1051708.05,6.5,7,Salem,Residential,Yes,Yes,Red Soil,Not Available,No,No,Withheld pending court,Yes,Yes,No,No,Joint,432.0,Delayed,ACQ_SYN_013943,Salem,Padur 17,431/1711,High,11.680713856482612,78.2006853117575
654837.31,8.5,18,Coimbatore,Commercial,Yes,Yes,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,145.0,Delayed,ACQ_SYN_008949,Coimbatore,Perungalathur 6,455/1799,High,10.999367316334176,76.93743941185156
2539772.52,7.2,11,Vellore,Residential,No,No,Red Soil,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_012723,Vellore,Nandambakkam 1,67/262,Low,12.952127595731302,79.1639158694513
2852979.77,6.9,19,Chengalpattu,Forest,Yes,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,276.0,Delayed,ACQ_SYN_015462,Chengalpattu,Karanai 3,320/1257,High,12.708698785456848,80.04636565565161
1272869.63,6.4,16,Vellore,Barren,No,No,Red Soil,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,60.0,No Delay,ACQ_SYN_007956,Vellore,Pudur 11,69/268,Low,12.947588920113771,79.08671965961388
1707723.45,6.0,20,Thanjavur,Residential,Yes,Yes,Sandy,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_018471,Thanjavur,Madhavaram 3,121/470,Low,10.832773175685324,79.14176349063814
1332055.43,6.0,10,Chengalpattu,Forest,No,No,Sandy,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_006070,Chengalpattu,Sriperumbudur 16,477/1891,Low,12.686335909457643,79.99449842123468
346908.72,8.6,13,Ranipet,Forest,No,No,Saline,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_006547,Ranipet,Sriperumbudur 11,340/1325,Low,12.901737656269743,79.27278645628533
1341869.18,6.2,13,Tiruchirappalli,Commercial,No,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,338.0,Delayed,ACQ_SYN_013130,Tiruchirappalli,Neelambur 13,214/841,High,10.808337441384625,78.73726200599218
701982.18,8.9,15,Tiruchirappalli,Coastal,Yes,No,Saline,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_013332,Tiruchirappalli,Manapakkam 6,352/1374,Low,10.83076648479556,78.71833139652641
1796340.74,7.3,14,Thoothukudi,Residential,No,No,Alluvial,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,153.0,Delayed,ACQ_SYN_001730,Thoothukudi,Karanai 1,51/201,High,8.732724624339987,78.00313493402469
363363.5,7.3,9,Thoothukudi,Forest,No,No,Urban Fill,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,373.0,Delayed,ACQ_SYN_006311,Thoothukudi,Sriperumbudur 14,236/927,High,8.782487052989545,78.04901333855862
1638785.28,6.1,19,Chennai,Industrial,Yes,Yes,Loamy,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,213.0,Delayed,ACQ_SYN_006674,Chennai,Madhavaram 8,257/1007,High,13.101647632863704,80.27739500980373
2734004.59,6.8,7,Karur,Residential,No,Yes,Loamy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_009445,Karur,Siruseri 13,365/1432,Low,10.92114195467856,78.03623780804504
1365754.6,6.7,13,Tiruchirappalli,Commercial,No,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,338.0,Delayed,ACQ_SYN_002916,Tiruchirappalli,Neelambur 13,214/841,High,10.81301157202758,78.75318104391206
678642.31,6.6,6,Coimbatore,Forest,No,No,Red Soil,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,66.0,Delayed,ACQ_SYN_014362,Coimbatore,Manapakkam 7,128/497,Medium,10.99274269601409,76.89849204891787
358477.91,6.2,8,Ranipet,Forest,Yes,Yes,Sandy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_012760,Ranipet,Siruseri 8,226/889,Low,12.953674294038054,79.38241567928249
2534634.98,7.2,16,Coimbatore,Agricultural,No,Yes,Alluvial,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_006602,Coimbatore,Ayappan Pattinam 20,457/1809,Low,11.059215936762952,76.88677480182251
2476960.62,6.1,12,Namakkal,Barren,No,Yes,Sandy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,138.0,Delayed,ACQ_SYN_009521,Namakkal,Samayapuram 12,159/619,High,11.174725922837863,78.19244851216226
474345.15,8.7,12,Karur,Forest,No,Yes,Saline,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000300,Karur,Perungalathur 20,10/42,Low,10.969373341094585,78.03574003257081
2292833.49,7.5,12,Coimbatore,Forest,Yes,Yes,Urban Fill,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,60.0,No Delay,ACQ_SYN_018370,Coimbatore,Samayapuram 3,368/1447,Low,11.065884877055533,77.00143280395609
2450649.73,7.3,17,Karur,Commercial,No,No,Urban Fill,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,109.0,Delayed,ACQ_SYN_010861,Karur,Perungalathur 12,12/47,Medium,10.932735256931188,78.10185010747338
1768625.31,7.1,5,Karur,Commercial,Yes,Yes,Urban Fill,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,71.0,Delayed,ACQ_SYN_016008,Karur,Karanai 13,13/50,Medium,11.004051186620034,78.11287668710293
698862.45,8.4,9,Coimbatore,Industrial,No,Yes,Saline,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_016189,Coimbatore,Thogamalai 8,216/845,Low,10.982887050903654,76.89705620170632
1529758.69,6.8,17,Erode,Forest,Yes,Yes,Red Soil,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_015640,Erode,Pammalur 18,223/875,Low,11.300795273192769,77.72077815622612
2360694.9,6.5,15,Tiruchirappalli,Residential,No,Yes,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,2.0,No Delay,ACQ_SYN_015407,Tiruchirappalli,Padur 2,450/1775,Low,10.84955150756872,78.76911880359168
1632381.48,6.1,7,Villupuram,Barren,No,No,Red Soil,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,501.0,Delayed,ACQ_SYN_006179,Villupuram,Sholinganallur 6,389/1535,High,11.957078887148288,79.46173994578524
1158531.56,6.6,12,Thoothukudi,Industrial,No,Yes,Loamy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,193.0,Delayed,ACQ_SYN_001226,Thoothukudi,Siruseri 5,470/1862,High,8.79584246628634,78.03677392774082
693006.68,6.0,12,Thoothukudi,Industrial,No,Yes,Sandy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,193.0,Delayed,ACQ_SYN_009185,Thoothukudi,Sholinganallur 12,470/1864,High,8.809885802219025,78.03799520992534
1974176.38,8.5,19,Erode,Industrial,No,No,Saline,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,127.0,Delayed,ACQ_SYN_002149,Erode,Sholinganallur 7,410/1626,High,11.390747831728332,77.69188359012658
2664992.0,6.4,8,Namakkal,Barren,No,No,Red Soil,Not Available,No,No,Objection enquiry,Yes,Yes,No,No,Joint,502.0,Delayed,ACQ_SYN_017650,Namakkal,Ayappan Pattinam 20,426/1689,High,11.246424587123506,78.16891369979967
1962913.4,6.2,19,Erode,Industrial,No,Yes,Sandy,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,301.0,Delayed,ACQ_SYN_014414,Erode,Thogamalai 15,267/1044,High,11.32520489172141,77.73013780129787
1632936.29,8.8,19,Salem,Residential,No,Yes,Saline,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,151.0,Delayed,ACQ_SYN_006279,Salem,Thogamalai 1,18/75,High,11.699884771150336,78.09970828066305
1488816.61,6.3,19,Krishnagiri,Residential,No,Yes,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,149.0,Delayed,ACQ_SYN_008193,Krishnagiri,Madhavaram 19,108/412,High,12.511025395154952,78.23813364735426
1792876.55,7.5,11,Cuddalore,Commercial,No,No,Urban Fill,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,126.0,Delayed,ACQ_SYN_019641,Cuddalore,Neelambur 7,363/1424,High,11.72629366106806,79.64798243572862
2282452.58,8.4,11,Karur,Coastal,Yes,Yes,Saline,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,237.0,Delayed,ACQ_SYN_008057,Karur,Karanai 7,293/1155,High,11.012616153388269,78.02165000238507
414675.09,8.6,10,Cuddalore,Barren,Yes,Yes,Saline,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_006487,Cuddalore,Ayappan Pattinam 18,383/1510,Low,11.72618801742989,79.66450636148878
1841833.02,7.0,5,Erode,Barren,No,Yes,Red Soil,Available,No,No,To be paid,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_013624,Erode,Karanai 12,141/549,Low,11.321684224120512,77.71375511663842
609817.49,6.3,10,Cuddalore,Forest,No,Yes,Sandy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_008955,Cuddalore,Neelambur 1,435/1725,Low,11.73292897839666,79.62594477732912
2015792.22,6.6,20,Coimbatore,Forest,No,No,Loamy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,408.0,Delayed,ACQ_SYN_015438,Coimbatore,Pammalur 19,376/1476,High,10.990961762649883,76.9227704055175
1791901.28,8.3,12,Salem,Residential,No,Yes,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,75.0,Delayed,ACQ_SYN_006907,Salem,Thogamalai 14,14/58,Medium,11.666617691184625,78.16529581143888
652456.43,9.0,10,Kancheepuram,Barren,No,No,Saline,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,357.0,Delayed,ACQ_SYN_016370,Kancheepuram,Samayapuram 6,196/766,High,12.881007436786922,79.67273825328861
969562.87,8.5,16,Cuddalore,Barren,No,Yes,Saline,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,275.0,Delayed,ACQ_SYN_000033,Cuddalore,Neelambur 6,44/177,High,11.727344991846198,79.60128232984857
1687751.37,7.5,11,Chengalpattu,Industrial,No,No,Urban Fill,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,100.0,Delayed,ACQ_SYN_001648,Chengalpattu,Samayapuram 7,325/1274,Medium,12.71499019906308,80.0400526282566
855238.5,6.3,17,Thoothukudi,Forest,Yes,Yes,Sandy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,220.0,Delayed,ACQ_SYN_001700,Thoothukudi,Padur 16,465/1846,High,8.721675519387958,78.05395190323351
2063991.39,7.0,13,Cuddalore,Commercial,Yes,Yes,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,199.0,Delayed,ACQ_SYN_009753,Cuddalore,Sholinganallur 8,386/1523,High,11.722070661145684,79.60089417933985
2346258.35,7.1,14,Cuddalore,Agricultural,No,Yes,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,181.0,Delayed,ACQ_SYN_017216,Cuddalore,Oragadam 17,364/1431,High,11.71463469524974,79.61848532765383
389659.23,7.5,16,Namakkal,Residential,No,No,Black Cotton,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_015231,Namakkal,Pudur 13,424/1679,Low,11.198038944020894,78.16437679228356
387827.49,7.9,16,Namakkal,Residential,No,No,Black Cotton,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000396,Namakkal,Pudur 13,424/1679,Low,11.199912854059724,78.1689415695314
2170406.13,8.4,9,Tiruchirappalli,Agricultural,Yes,Yes,Saline,Not Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,165.0,Delayed,ACQ_SYN_013349,Tiruchirappalli,Karanai 16,313/1232,High,10.837086952758131,78.68195441663207
1692947.53,6.2,19,Chennai,Industrial,Yes,Yes,Loamy,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,213.0,Delayed,ACQ_SYN_009091,Chennai,Madhavaram 8,257/1007,High,13.108043037870642,80.24804567363923
712565.73,6.9,15,Tiruchirappalli,Agricultural,No,Yes,Urban Fill,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,228.0,Delayed,ACQ_SYN_014292,Tiruchirappalli,Ayappan Pattinam 1,356/1390,High,10.752795586083822,78.72304771981071
2233165.51,7.0,20,Coimbatore,Forest,No,Yes,Alluvial,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,494.0,Delayed,ACQ_SYN_012307,Coimbatore,Perungalathur 10,454/1794,High,11.003732788677606,77.02325154207158
1447559.77,6.4,10,Kancheepuram,Barren,No,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_001495,Kancheepuram,Pudur 6,201/788,Low,12.791374588743372,79.7030361905373
2734196.56,8.7,14,Coimbatore,Commercial,No,Yes,Saline,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_006066,Coimbatore,Thogamalai 19,126/488,Low,11.022973377597877,76.9039827061319
1746106.25,6.7,10,Coimbatore,Commercial,Yes,Yes,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,22.0,No Delay,ACQ_SYN_006883,Coimbatore,Madhavaram 20,372/1462,Low,10.995338051200626,76.99582796590342
2760675.08,8.4,12,Coimbatore,Forest,Yes,Yes,Saline,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_013787,Coimbatore,Kallikudi 5,370/1455,Low,11.013717693605734,76.87904893563312
1175948.5,6.7,9,Karur,Coastal,Yes,Yes,Loamy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,118.0,Delayed,ACQ_SYN_010951,Karur,Oragadam 10,25/110,Medium,10.977887172577857,78.13508113400871
1691385.85,7.5,18,Karur,Barren,No,Yes,Alluvial,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,159.0,Delayed,ACQ_SYN_013307,Karur,Kallikudi 14,246/964,High,10.922534246612054,78.15268216104477
2556480.03,7.2,14,Tiruchirappalli,Industrial,No,Yes,Alluvial,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,135.0,Delayed,ACQ_SYN_007931,Tiruchirappalli,Perungalathur 12,165/645,High,10.812279123752743,78.72826159781906
1294460.81,8.2,5,Vellore,Residential,No,No,Saline,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,215.0,Delayed,ACQ_SYN_009393,Vellore,Siruseri 8,205/806,High,12.891659890580172,79.12332163032222
994049.59,6.6,16,Salem,Forest,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,46.0,No Delay,ACQ_SYN_013012,Salem,Madhavaram 12,19/79,Low,11.627505233046694,78.09868874056852
1529838.46,6.1,19,Salem,Industrial,No,Yes,Sandy,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,151.0,Delayed,ACQ_SYN_003545,Salem,Thogamalai 2,18/72,High,11.613003525154346,78.13720914400655
592883.97,8.2,6,Krishnagiri,Commercial,No,No,Saline,Not Available,No,No,To be paid,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_009812,Krishnagiri,Padur 16,279/1098,Low,12.527567047026157,78.22334998749477
2219916.58,7.3,16,Thanjavur,Forest,No,No,Alluvial,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_002825,Thanjavur,Sriperumbudur 19,301/1189,Low,10.769699903992976,79.0550796567502
1621250.92,6.5,16,Chengalpattu,Barren,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,86.0,Delayed,ACQ_SYN_009795,Chengalpattu,Sriperumbudur 5,478/1895,Medium,12.709131801589482,79.98830859787972
2216725.59,6.7,14,Cuddalore,Commercial,Yes,Yes,Red Soil,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000602,Cuddalore,Samayapuram 9,380/1495,Low,11.684826285332855,79.71035543782078
2002747.57,6.9,13,Salem,Residential,No,No,Loamy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,85.0,Delayed,ACQ_SYN_012418,Salem,Ayappan Pattinam 2,15/61,Medium,11.638448540705634,78.1827944943023
1770450.3,8.1,16,Thanjavur,Coastal,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_001885,Thanjavur,Karanai 13,301/1186,Low,10.723695831137157,79.12262022702114
2288054.04,8.0,15,Thanjavur,Industrial,No,Yes,Black Cotton,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,79.0,Delayed,ACQ_SYN_009769,Thanjavur,Siruseri 4,345/1346,Medium,10.806704020273363,79.0449634516228
2021620.25,8.0,12,Thanjavur,Barren,No,Yes,Black Cotton,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_014129,Thanjavur,Pudur 17,189/736,Low,10.728688718679823,79.11520340614013
1837059.21,6.8,14,Vellore,Industrial,No,Yes,Red Soil,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,60.0,No Delay,ACQ_SYN_016860,Vellore,Kelambakkam 2,289/1137,Low,12.961055802708056,79.13343359424053
1033265.93,6.5,7,Tiruchirappalli,Residential,No,Yes,Red Soil,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,172.0,Delayed,ACQ_SYN_017759,Tiruchirappalli,Kallikudi 16,169/659,High,10.748921634494364,78.73491110811891
1788138.91,7.4,12,Vellore,Industrial,No,No,Urban Fill,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,348.0,Delayed,ACQ_SYN_017333,Vellore,Pammalur 8,206/811,High,12.898654878983171,79.11065049162951
1421882.6,6.5,10,Kancheepuram,Barren,No,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_005734,Kancheepuram,Pudur 6,201/788,Low,12.798450194368549,79.7325918599633
387781.69,6.3,12,Karur,Barren,Yes,Yes,Sandy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,364.0,Delayed,ACQ_SYN_019917,Karur,Neelambur 16,30/129,High,10.937941372820958,78.04727535330544
1278306.46,6.8,18,Thanjavur,Coastal,Yes,Yes,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,21.0,No Delay,ACQ_SYN_015196,Thanjavur,Sholinganallur 18,346/1351,Low,10.790587924478194,79.12972712159058
2165060.16,7.6,5,Karur,Forest,No,Yes,Alluvial,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,233.0,Delayed,ACQ_SYN_010670,Karur,Oragadam 18,176/687,High,10.969614789894488,78.02875716545151
1778487.53,6.5,10,Tiruchirappalli,Forest,Yes,Yes,Red Soil,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,189.0,Delayed,ACQ_SYN_017911,Tiruchirappalli,Manapakkam 16,355/1387,High,10.804229319298,78.72310970464513
1272941.16,7.9,17,Kancheepuram,Barren,Yes,Yes,Black Cotton,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,85.0,Delayed,ACQ_SYN_004102,Kancheepuram,Sholinganallur 2,479/1896,Medium,12.832200957461264,79.68559096609211
2465797.1,6.7,5,Krishnagiri,Industrial,No,Yes,Red Soil,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,131.0,Delayed,ACQ_SYN_011308,Krishnagiri,Madhavaram 11,178/692,High,12.573288070759777,78.19930708661536
997213.01,6.3,16,Salem,Forest,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,46.0,No Delay,ACQ_SYN_010648,Salem,Madhavaram 12,19/79,Low,11.62352398810607,78.11281869496031
1012894.93,7.8,13,Thoothukudi,Industrial,No,Yes,Black Cotton,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,181.0,Delayed,ACQ_SYN_002682,Thoothukudi,Ayappan Pattinam 14,50/195,High,8.805802704515033,78.08669948318594
366603.97,6.8,8,Ranipet,Forest,No,No,Sandy,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_014844,Ranipet,Madhavaram 4,100/380,Low,12.950776770595162,79.3547373404372
448721.11,6.8,11,Krishnagiri,Commercial,No,No,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,84.0,Delayed,ACQ_SYN_016064,Krishnagiri,Oragadam 16,181/701,Medium,12.508443441754473,78.27627733279168
